wo_number,work_dept,work_code,est_hrs,actual_hrs,hrs_variance,est_cost,job_cost,cost_variance,description,source_tier,source_file
10034.7,0200,0200,1.0,0.25,-0.75,42.46,7.24,-35.22,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.7,0200,0220,2.0,0.0,-2.0,84.92,0.0,-84.92,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.7,0200,0230,9.0,11.75,2.75,382.14,385.52,3.38,CHANNEL LETTERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.7,0200,0235,2.0,0.0,-2.0,84.92,0.0,-84.92,ROUTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.7,0200,0260,9.0,5.25,-3.75,382.14,202.65,-179.49,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.7,0200,9200,0.5,0.5,19.3,19.3,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.7,0300,0310,3.0,0.0,-3.0,127.38,0.0,-127.38,BALLAST WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.7,0300,0340,0.25,0.25,7.24,7.24,,,ELECTRICAL WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.7,0300,9300,1.25,1.25,36.19,36.19,,,ELECTRICAL OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.7,0400,0410,1.0,0.0,-1.0,42.46,0.0,-42.46,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.7,0400,0420,1.5,0.0,-1.5,63.69,0.0,-63.69,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.7,0500,0520,0.75,0.75,29.68,29.68,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.7,0600,0610,0.5,0.0,-0.5,28.6,0.0,-28.6,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.7,0600,0640,1.25,0.0,-1.25,143.0,0.0,-143.0,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10034.8,0600,0625,2.75,2.75,145.52,145.52,,,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10035.1,0600,0610,1.25,1.25,60.78,60.78,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10035.1,0600,0620,1.0,0.75,-0.25,56.7,37.8,-18.9,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10035.1,0600,0630,0.5,0.5,24.31,24.31,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10035.1,0600,0815,2.75,0.0,-2.75,157.3,0.0,-157.3,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10036.1,0600,0610,0.25,0.25,12.16,12.16,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10036.1,0600,0620,1.25,1.25,62.66,62.66,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10036.1,0600,0815,2.75,2.0,-0.75,157.3,101.53,-55.77,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10037.1,0200,0260,5.75,5.75,168.88,168.88,,,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10037.1,0500,0520,4.75,4.75,184.32,184.32,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10037.1,0500,0550,4.25,4.25,164.05,164.05,,,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10037.1,0500,9500,0.25,0.25,9.65,9.65,,,VINYL DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10038.1,0200,0220,9.25,9.25,343.68,343.68,,,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10038.1,0200,0280,1.75,1.75,65.26,65.26,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10038.1,0400,0410,4.75,4.75,178.79,178.79,,,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10038.1,0400,0420,4.75,4.75,178.79,178.79,,,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10038.2,0200,0270,8.5,8.5,254.29,254.29,,,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10038.2,0200,0280,5.0,5.0,149.1,149.1,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10038.2,0200,9200,1.25,1.25,37.16,37.16,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10038.2,0300,0340,2.25,2.25,67.32,67.32,,,ELECTRICAL WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10038.3,0200,0280,3.0,3.0,91.2,91.2,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10038.3,0200,9200,1.0,1.0,28.95,28.95,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10038.4,0200,0280,0.75,0.75,26.06,26.06,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10038.5,0200,0280,0.5,0.5,16.66,16.66,,,CRATING & SHIPPING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10039.1,0600,0610,2.75,2.75,138.01,138.01,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10039.1,0600,0620,0.5,1.0,0.5,28.35,49.7,21.35,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10039.1,0600,0625,8.0,8.0,0.0,457.6,423.29,-34.31,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10039.1,0600,0630,8.75,8.75,425.43,425.43,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10039.1,0600,0815,1.0,0.0,-1.0,57.2,0.0,-57.2,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10039.2,0600,0620,0.5,0.0,-0.5,28.35,0.0,-28.35,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10039.2,0600,0625,12.0,0.0,-12.0,686.4,0.0,-686.4,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10039.2,0600,0815,1.0,0.0,-1.0,57.2,0.0,-57.2,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10039.3,0600,0620,0.5,0.0,-0.5,28.35,0.0,-28.35,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10039.3,0600,0640,1.0,0.0,-1.0,114.4,0.0,-114.4,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10040.1,0600,0610,0.25,0.25,12.16,12.16,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10040.1,0600,0620,1.25,1.25,59.5,59.5,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10040.1,0600,0630,2.5,2.5,121.56,121.56,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10040.1,0600,9600,0.25,0.25,12.16,12.16,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10041.1,0600,0620,1.5,1.5,75.6,75.6,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10041.1,0600,0630,2.5,2.5,127.99,127.99,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10041.1,0600,9600,1.5,1.5,76.17,76.17,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.1,0099,0099,1.0,1.0,40.53,40.53,,,PERMIT RECEIVED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0100,0110,1.0,0.0,-1.0,42.46,0.0,-42.46,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0200,0200,2.0,2.25,0.25,84.92,65.14,-19.78,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0200,0230,18.0,5.25,-12.75,764.28,172.26,-592.02,CHANNEL LETTERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0200,0235,3.0,1.25,-1.75,127.38,36.19,-91.19,ROUTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0200,0260,16.0,17.25,1.25,679.36,646.55,-32.81,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0200,0270,2.0,2.0,71.67,71.67,,,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0200,9200,1.25,1.25,38.6,38.6,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0300,0310,7.0,0.0,-7.0,297.22,0.0,-297.22,BALLAST WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0300,0340,5.5,5.5,159.23,159.23,,,ELECTRICAL WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0300,9300,1.75,1.75,50.66,50.66,,,ELECTRICAL OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0500,0510,1.0,0.0,-1.0,42.46,0.0,-42.46,LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0500,0520,1.0,3.75,2.75,42.46,145.23,102.77,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0500,0550,3.0,0.25,-2.75,127.38,9.65,-117.73,VINYL APPLICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0600,0610,1.0,4.25,3.25,57.2,219.53,162.33,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0600,0615,6.0,0.0,-6.0,343.2,0.0,-343.2,WIRING - INSTALLATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0600,0620,1.5,1.5,72.46,72.46,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0600,0630,12.0,25.25,13.25,686.4,1250.93,564.53,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.2,0600,9600,5.25,5.25,262.43,262.43,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.3,0200,9200,0.25,0.25,9.28,9.28,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10042.3,0600,9600,2.75,2.75,140.15,140.15,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.1,0200,0282,1.0,0.0,-1.0,42.46,0.0,-42.46,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.1,0600,0610,1.0,1.25,0.25,57.2,62.93,5.73,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.1,0600,0620,5.0,4.0,-1.0,283.5,198.8,-84.7,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.1,0600,0630,10.5,10.5,533.06,533.06,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.1,0600,0640,5.0,0.0,-5.0,572.0,0.0,-572.0,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.1,0600,9600,1.75,1.75,89.38,89.38,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.3,0100,0110,1.0,0.0,-1.0,42.46,0.0,-42.46,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.3,0200,0282,0.5,0.0,-0.5,21.23,0.0,-21.23,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.3,0600,0610,2.25,2.25,113.69,113.69,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.3,0600,0620,2.5,5.0,2.5,141.75,251.66,109.91,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.3,0600,0630,1.5,11.25,9.75,85.8,573.82,488.02,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.3,0600,9600,4.5,4.5,232.76,232.76,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.4,0100,0110,1.0,0.5,-0.5,42.46,19.78,-22.68,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.4,0200,0282,0.5,0.0,-0.5,21.23,0.0,-21.23,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.4,0600,0630,1.5,0.0,-1.5,85.8,0.0,-85.8,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.5,0600,0620,5.5,0.0,-5.5,311.85,0.0,-311.85,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.5,0600,0640,4.0,0.0,-4.0,457.6,0.0,-457.6,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10044.1,0099,0099,1.0,1.0,40.53,40.53,,,PERMIT RECEIVED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10044.1,0600,0610,0.5,0.5,24.31,24.31,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10044.1,0600,0620,1.0,1.0,49.7,49.7,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10044.1,0600,0625,4.5,0.0,-4.5,257.4,0.0,-257.4,REMOVAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10044.1,0600,0630,6.0,5.75,-0.25,343.2,292.44,-50.76,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10044.2,0099,0098,1.0,1.0,40.53,40.53,,,PERMIT SUBMITTED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.1,0099,0098,0.75,0.75,30.4,30.4,,,PERMIT SUBMITTED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.1,0099,0099,1.0,1.0,40.53,40.53,,,PERMIT RECEIVED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.1,0200,0282,3.0,0.0,-3.0,127.38,0.0,-127.38,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.1,0500,0520,0.5,0.5,20.75,20.75,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.1,0600,0610,3.0,3.5,0.5,171.6,214.17,42.57,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.1,0600,0615,12.0,0.0,-12.0,686.4,0.0,-686.4,WIRING - INSTALLATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.1,0600,0620,0.99,2.75,1.76,56.13,165.03,108.9,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.1,0600,0630,18.0,34.25,16.25,1029.6,2098.37,1068.77,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.1,0600,0815,3.0,3.0,171.06,171.06,,,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.1,0600,9600,6.5,6.5,398.29,398.29,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,0200,0215,8.0,8.0,285.66,285.66,,,STRUCTURAL STEEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,0200,0220,12.0,0.0,-12.0,509.52,0.0,-509.52,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,0200,0230,18.0,18.0,642.73,642.73,,,CHANNEL LETTERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,0200,0270,12.0,1.0,-11.0,509.52,41.5,-468.02,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,0200,0282,1.5,0.0,-1.5,63.69,0.0,-63.69,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,0200,9200,0.75,0.75,26.82,26.82,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,0300,0340,14.0,14.0,459.35,459.35,,,ELECTRICAL WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,0300,9300,2.0,2.0,65.62,65.62,,,ELECTRICAL OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,0400,0410,3.0,4.0,1.0,127.38,165.99,38.61,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,0400,0420,6.0,5.0,-1.0,254.76,207.48,-47.28,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,0400,9400,0.5,0.5,20.75,20.75,,,PAINT DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,0500,0520,1.5,1.5,63.69,63.69,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,0600,0610,2.5,2.5,153.73,153.73,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.11,5300,5320,1.0,0.0,-1.0,42.46,0.0,-42.46,ADMINSTRATIVE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.3,0099,0098,0.5,0.5,20.27,20.27,,,PERMIT SUBMITTED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.3,0200,0282,2.0,0.0,-2.0,84.92,0.0,-84.92,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.3,0600,0610,2.0,0.0,-2.0,114.4,0.0,-114.4,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.3,0600,0630,22.0,0.0,-22.0,1258.4,0.0,-1258.4,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.6,0600,0612,2.0,0.0,-2.0,122.98,0.0,-122.98,INSTALL - NO CRANE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.7,5300,5320,3.0,0.0,-3.0,127.38,0.0,-127.38,ADMINSTRATIVE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,0200,0215,4.0,0.0,-4.0,169.84,0.0,-169.84,STRUCTURAL STEEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,0400,0410,1.0,0.0,-1.0,42.46,0.0,-42.46,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,0400,0420,3.0,0.0,-3.0,127.38,0.0,-127.38,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,0600,0605,10.0,0.0,-10.0,572.0,0.0,-572.0,FOOTING - INSTALLATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,0600,0610,0.75,0.75,45.05,45.05,,,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,0600,0630,4.25,4.25,229.52,229.52,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,5300,5320,1.0,0.0,-1.0,42.46,0.0,-42.46,ADMINSTRATIVE,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.9,0200,0282,2.0,0.0,-2.0,84.92,0.0,-84.92,CHECK IN FREIGHT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.9,0600,0610,2.0,3.0,1.0,114.4,173.76,59.36,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.9,0600,0620,0.5,0.5,30.1,30.1,,,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.9,0600,0630,20.0,9.5,-10.5,1144.0,544.49,-599.51,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0100,0110,1.0,0.0,-1.0,42.46,0.0,-42.46,SKETCHING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0200,0200,3.0,2.25,-0.75,127.38,65.14,-62.24,FABRICATION LAYOUT,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0200,0210,8.0,21.75,13.75,339.68,808.07,468.39,SHEET METAL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0200,0215,4.0,2.75,-1.25,169.84,102.17,-67.67,STRUCTURAL STEEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0200,0220,9.5,4.5,-5.0,403.37,167.2,-236.17,EXTRUSIONS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0200,0230,9.0,15.0,6.0,382.14,557.32,175.18,CHANNEL LETTERS,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0200,0235,2.0,2.75,0.75,84.92,79.61,-5.31,ROUTING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0200,0260,4.0,1.0,-3.0,169.84,38.6,-131.24,FACES,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0200,0270,4.0,4.0,0.0,169.84,144.28,-25.56,MISC FABRICATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0200,9200,10.75,10.75,399.38,399.38,,,FABRICATION OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0300,0310,6.0,0.0,-6.0,254.76,0.0,-254.76,BALLAST WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0300,0340,2.0,6.75,4.75,84.92,250.78,165.86,ELECTRICAL WIRING,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0300,9300,1.25,1.25,46.44,46.44,,,ELECTRICAL OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0400,0410,4.0,3.25,-0.75,169.84,128.13,-41.71,CLEAN AND ETCH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0400,0420,9.0,11.0,2.0,382.14,423.65,41.51,PRIME AND FINISH,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0400,9400,4.0,4.0,152.49,152.49,,,PAINT DEPT OVERTIME,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0500,0520,0.75,0.75,29.68,29.68,,,CUT AND/OR WEED VINYL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0600,0605,4.0,0.0,-4.0,228.8,0.0,-228.8,FOOTING - INSTALLATION,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0600,0610,2.0,5.75,3.75,114.4,294.63,180.23,LOAD/UNLOAD,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0600,0620,2.0,3.0,1.0,113.4,149.1,35.7,TRAVEL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0600,0630,11.75,11.75,623.85,623.85,1.0,,MAN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0600,0640,4.0,0.0,-4.0,457.6,0.0,-457.6,MEN & TRUCK INSTALL,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0600,0815,2.0,2.0,110.11,110.11,,,SURVEY,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,0600,9600,0.25,0.25,13.24,13.24,1.0,,MAN,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.2,0099,0098,1.0,1.0,40.53,40.53,,,PERMIT SUBMITTED,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
